data_name,mask_id,mask,pos_mask_ids
HG_BraTS20_Training_002,6,"[True, False, True, False]","[2, 3, 6]"
HG_BraTS20_Training_003,3,"[True, False, False, False]",[3]
HG_BraTS20_Training_004,12,"[True, True, False, True]","[0, 1, 3, 4, 8, 9, 12]"
HG_BraTS20_Training_006,8,"[True, False, False, True]","[0, 3, 8]"
HG_BraTS20_Training_007,8,"[True, False, False, True]","[0, 3, 8]"
HG_BraTS20_Training_008,8,"[True, False, False, True]","[0, 3, 8]"
HG_BraTS20_Training_009,8,"[True, False, False, True]","[0, 3, 8]"
HG_BraTS20_Training_010,3,"[True, False, False, False]",[3]
HG_BraTS20_Training_011,12,"[True, True, False, True]","[0, 1, 3, 4, 8, 9, 12]"
HG_BraTS20_Training_012,11,"[True, False, True, True]","[0, 2, 3, 6, 7, 8, 11]"
HG_BraTS20_Training_013,3,"[True, False, False, False]",[3]
HG_BraTS20_Training_014,8,"[True, False, False, True]","[0, 3, 8]"
HG_BraTS20_Training_015,3,"[True, False, False, False]",[3]
HG_BraTS20_Training_020,14,"[True, True, True, True]","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14]"
HG_BraTS20_Training_021,11,"[True, False, True, True]","[0, 2, 3, 6, 7, 8, 11]"
HG_BraTS20_Training_022,12,"[True, True, False, True]","[0, 1, 3, 4, 8, 9, 12]"
HG_BraTS20_Training_024,6,"[True, False, True, False]","[2, 3, 6]"
HG_BraTS20_Training_025,3,"[True, False, False, False]",[3]
HG_BraTS20_Training_026,11,"[True, False, True, True]","[0, 2, 3, 6, 7, 8, 11]"
HG_BraTS20_Training_027,9,"[True, True, False, False]","[1, 3, 9]"
HG_BraTS20_Training_028,6,"[True, False, True, False]","[2, 3, 6]"
HG_BraTS20_Training_029,12,"[True, True, False, True]","[0, 1, 3, 4, 8, 9, 12]"
HG_BraTS20_Training_031,8,"[True, False, False, True]","[0, 3, 8]"
